Recipient Name,Award Amount
"EUROFINS EATON ANALYTICAL, LLC",335000.0
"BABCOCK LABORATORIES, INC.",335000.0
"WECK ANALYTICAL ENVIRONMENTAL SERVICES, INC.",335000.0
EUROFINS EATON ANALYTICAL LLC,335000.0
"EASTEX ENVIRONMENTAL LABORATORY, INC",335000.0
NORTHERN LAKE SERVICE INC.,335000.0
MEC DISTRIBUTION LLC,332309.67000000004
"NOBIS ENGINEERING, INC",331729.65
"EQM SERVICES, LLC",330823.65
ERNST & YOUNG LLP,322755.94
ACT SERVICES CORP,322200.0
RURAL COMMUNITY ASSISTANCE CORPORATION,316872.31
"DEFENSE CONTRACTING ACTIVITY, LLC",315000.0
"PLATEAU SOFTWARE, INC.",314343.03
WATERS TECHNOLOGIES CORPORATION,312164.0
CHAINBRIDGE SOLUTIONS INCORPORATED,307658.25
"GARUD TECHNOLOGY SERVICES, INC.",302000.0
WITS SOLUTIONS INC.,299669.76
"ABM FEDERAL SALES, INC.",297904.9
NEXTECH LINTECH LLC,297521.86
CASO LOGZONE LLC,294768.41000000003
JWMG MANAGEMENT GROUP LLC,292668.38
STEELCASE INC.,288509.32
"EUROFINS DISCOVERY SERVICES NORTH AMERICA, LLC",287350.08
"NOBIS ENTERPRISES, INC.",263310.18
"GOODWILL INDUSTRIES OF THE CHESAPEAKE, INC",252464.2
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,250401.68
STRATEGIX MANAGEMENT LLC,249927.0
WASTE CONTROL SPECIALISTS LLC,247128.32
"NEPTUNE AND COMPANY, INCORPORATED",243945.44
ARBILL INDUSTRIES INC,237844.28
"CASTRO & COMPANY, LLC",235488.31
"PROCESS APPLICATIONS, INC.",229747.0
SCIENTIFIC CONSULTING GROUP INC,226197.53000000003
UNISON VIRTUAL ACQUISITION OFFICE LLC,226008.9
"BLUESTONE ENVIRONMENTAL GROUP, INC.",225013.39
"S&K MISSION SUPPORT, LLC",224502.28
UNITED PARCEL SERVICE CO.,212880.58000000002
"UNITED FEDERAL FACILITY SERVICES, LLC",212803.21
"ARCHANGEL PROTECTIVE SERVICES, INC.",208000.0
"AIRGAS USA, LLC",205000.0
"LEIDOS, INC.",197590.38
CAPITAL RELOCATION SERVICES L.L.C.,194510.65
TRC ENVIRONMENTAL CORP,189950.0
"WINGSWEPT, LLC",185936.93
CHEROKEE NATION SYSTEM SOLUTIONS LLC,182469.97
GOVERNMENT SCIENTIFIC SOURCE INC,182250.02
"RELIANCE RELOCATION SERVICES, INC",176416.64
RWD CONSULTING LLC,166105.53000000003
ECO ANALYSTS INC,165200.0
"ENTECH INSTRUMENTS, INC.",160465.89
"KEMRON/ARROWHEAD JV, LLC",156807.55
TELOS CORPORATION,150072.0
I.W. TREMONT CO. INC.,149585.8
"ASRC FEDERAL DATA NETWORK TECHNOLOGIES, LLC",147260.46
"ALEUT SERVICES, LLC",141657.51
"GEXA ENERGY, LP",140000.0
SOVEREIGN CONSULTING INC,139926.04
VERSAR-WSP JV,139409.99
"FULL CIRCLE GROUP, INC.",137240.0
"SCIENTIFIC SALES, INC.",133008.93
CW JANITORIAL SERVICE LLC,131797.76
"HUMAN CAPITAL RESOURCES AND CONCEPTS, INC",130359.16
MAGRITEK INC,126900.0
CASCADE NATURAL GAS CORP,126640.0
AB SCIEX LLC,126082.44
"EBL ENGINEERS, LLC",125891.0
THE NET.AMERICA CORPORATION,125028.0
NORTH CAROLINA STATE UNIVERSITY,122723.0
AMERICAN CHEMICAL SOCIETY,121387.5
"MG FACILITY SERVICES, LLC",121250.99
"NOBLE SUPPLY & LOGISTICS, LLC",119948.07
AVL TEST SYSTEMS INC,117649.0
FLUKE ELECTRONICS CORP,116710.56
JEWISH CHILD AND FAMILY SERVICES,115703.39
"NORTHBOUND VENTURES CONSULTING, LLC",114450.0
LIONA ENTERPRISES INC,113874.63
STERLING COMPUTERS CORPORATION,112400.53
IT DEVICES ONLINE INC,110274.23
"KEYLOGIC ASSOCIATES, INC.",110000.0
"GOVSMART, INC.",107963.73
"NEXUS GROUP, LLC",106140.0
"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",105000.0
SFS CHEMICAL SAFETY INC,104987.65
ATTAINX INC.,103471.73000000001
ADVENTURES BY DAWN L.L.C,101690.82
"AIR RESOURCE SPECIALISTS, INC",100000.0
CLEAN HARBORS ENVIRONMENTAL SERVICES INC,98327.24
"SONOMA TECHNOLOGY, INC.",96892.93
SAFEWARE INC,95387.88
"INTERTEK TESTING SERVICES NA, INC.",93000.0
"FRANKLIN YOUNG INTERNATIONAL, INCORPORATED",92761.5
"TTW SOLUTIONS, INC.",92000.0
"FEEA CHILDCARE SERVICES, INC.",90874.02
W S DARLEY & CO,88195.44
BAHFED CORP,87083.29
"LYNX PRODUCT GROUP, LLC",86472.0
"PANAMERICA COMPUTERS, INC.",86316.0
ECOSYSTEM PLANNING & RESTORATION LLC,83486.61
"GARTEN SERVICES, INC.",79995.59
"TESTAMERICA LABORATORIES, INC",79565.0
"ATLAS TOYOTA MATERIAL HANDLING, LLC",79106.0
BUCHI CORP,78473.88
VISTA OUTDOOR SALES LLC,75821.6
FEDERAL EXPRESS CORPORATION,75607.2
"RURAL AND TRIBAL ENVIRONMENTAL SOLUTIONS, INC",74722.0
CADMUS CONCOURSE JV LLC,74301.85
BETTER BY DESIGN LLC,72919.75
"T&M SERVICE GROUP, LLC",71251.1
"ADVANCED COMPUTER CONCEPTS, INC.",71102.36
AHTNA INFRASTRUCTURE & TECHNOLOGIES LLC,69507.2
MIDAC CORP,69000.0
LAURUS SYSTEMS INC,68754.99
"DH TECHNOLOGIES, INC.",68126.6
"LEADERSHIP CONNECT, INC.",67500.0
"PRINCE CONSULTING, LLC",67500.0
GAMMA PRODUCTS INC,65707.0
"TAYLOR DISTRIBUTION GROUP, LLC",63646.75
"NEW TECH SOLUTIONS, INC.",63184.8
CHARTIS CONSULTING CORPORATION,62190.0
DELOITTE FINANCIAL ADVISORY SERVICES LLP,60901.98
ANALYTIK JENA US LLC,59839.0
POLYGON US CORPORATION,59773.56
UPPER MISSISSIPPI RIVER BASIN ASSOCIATION,58917.5
GREAT LAKES COMMISSION,58917.5
EARTHSOFT INC,58715.31
DICKSON/UNIGAGE INC,57738.43
PARAGON MICRO INC,55224.78
LBO TECHNOLOGY LLC,55171.81999999999
AT/SCAN LTD.,54594.0
"BOWHEAD ENTERPRISE, SCIENCE AND TECHNOLOGY, LLC",53051.19
EMD STRATEGIES LLC,53024.8
W.L.W LLC,52500.0
GREENGATE LLC,52315.0
"J. F. BRENNAN COMPANY, INC.",50943.01999999999
EAGLE FLAG PRODUCTS INC,50590.0
THE LEONARD RESOURCE GROUP INC,50000.0
HEM DATA CORP,50000.0
S&P GLOBAL MARKET INTELLIGENCE LLC,49500.67
"THE MATHWORKS, INC.",48913.5
"KLINE & COMPANY, INC.",48600.0
GALLAGHER & ASSOCIATES INC,47662.5
"FEDERAL RESOURCES SUPPLY COMPANY, LLC",47511.52
THE TRAINING CONNECTION INC,46700.0
LYNKER CORPORATION,44218.03999999999
COLOSSAL CONTRACTING LLC,43000.16
EMD MILLIPORE CORP,42113.02
STRATEGIC INNOVATIVE SOLUTIONS LLC,41197.86
"RIGAKU AMERICAS HOLDING, INC.",39187.0
MICRO PHOTONICS INC,36900.0
AMERICAN SOCIETY FOR TESTING AND MATERIALS,35856.0
HAWORTH INC,35820.1
STANDARD BIOTOOLS INC,35678.0
HITECH INSTRUMENTS INC,35547.07
"OHIO LUMEX CO., INC",35430.0
WASHER SOLUTIONS INC.,35238.0
ENVIRONMENTAL MANAGEMENT SERVICES INC,35000.0
"CENSEO CONSULTING GROUP, INC.",34000.0
"TAHER, INC.",33471.0
"MATHESON TRI-GAS, INC.",33158.65
AMERICAN ASSOCIATION FOR LABORATORY ACCREDITATION,32890.0
"PUBLIC HEALTH & SAFETY, INC.",32618.0
"COAST TO COAST CALIBRATIONS, INC.",32582.0
KAY KAY LLC,32344.8
LIFE TECHNOLOGIES CORPORATION,30798.99
"SYFT TECHNOLOGIES, INC.",30440.0
"PREMIER & COMPANIES, INC.",30377.65
MAYOINTHEMIX LLC,29724.24
"QUENCH USA, INC.",28989.260000000002
DENTON VACUUM L.L.C.,28389.64
AMETEK ARIZONA INSTRUMENT LLC,27588.45
MOTIONPOINT CORPORATION,27563.0
ROCKY MOUNTAIN FLAG COMPANY LLC,27400.0
CENTRAL WELDING SUPPLY COMPANY,27167.78
PEAK SCIENTIFIC INC,26371.34
"ARCWOOD ENVIRONMENTAL, LLC",26168.85
"GOLD SYSTEMS, INC.",25685.46
GOVCONNECTION INC,25354.98
AYUDA MC2 JV LLC,25287.36
"INDUSTRIAL HYGIENE RESOURCES, LTD.",25263.57
BIO DETECTION SYSTEMS B.V.,25030.0
AYUDA CAPE JV LLC,25000.0
"AMERS SERVICES, LLC",25000.0
"WILLIAM S. HEIN & CO., INC.",24890.0
MILLBROOK SUPPORT SERVICES INC,24000.0
"EAP CONSULTANTS, LLC",24000.0
"TECNIPLAST USA, INC.",23647.0
PATRIOT LLC,23093.4
LIFENET HEALTH,22500.0
"SPECTRO ANALYTICAL INSTRUMENTS, INC.",22316.5
QUICKSERIES PUBLISHING INC,22276.0
"ATLANTIC DIVING SUPPLY, INC.",22275.0
"MG SCIENTIFIC, INC.",22271.0
GEOTECH ENVIRONMENTAL EQUIPMENT INC,21863.22
"NATEC INTERNATIONAL, INC",21571.92
AAA WHOLESALE CO. INC.,21203.8
"CAMBRIDGE ISOTOPE LABORATORIES, INC",20605.05
"CARPET RESOURCES, INC.",20285.5
PITNEY BOWES INC.,20060.54
VEOLIA ES TECHNICAL SOLUTIONS LLC,20000.0
"FULL SPECTRUM GROUP, LLC",20000.0
"DAWSON-HDR SERVICES JV, LLC",19381.35
"MEDIANOW, INC.",19333.0
CLARIVATE ANALYTICS (US) LLC,19158.25
"GOLD STANDARD DIAGNOSTICS HORSHAM, LLC",18944.08
"CARL ZEISS MICROSCOPY, LLC",18786.6
"THE TEAM APPROACH, INC.",18333.0
TELEDYNE INSTRUMENTS INC,18036.0
R.S. MEANS COMPANY LLC,18000.0
THOMAS & REED LLC,17871.47
BURHANI ENTERPRISES INC,17375.29
LUTRON SERVICES CO INC,16959.25
UNIVERSITY OF GEORGIA,16800.0
NETA SCIENTIFIC INC,16346.96
SLAM TECHNICAL SERVICES LLC,16065.3
HARTEL'S DISPOSAL LLC,15510.0
THE MASLOW MEDIA GROUP INC,15109.920000000002
"BECTON, DICKINSON AND COMPANY",15000.0
ADISS INC,15000.0
ROBERTS OXYGEN CO INC,15000.0
INFORMA MEDIA LLC,14723.0
LHASA LIMITED,14651.0
MILLERKNOLL INC,14622.4
VIRTUAL TECHNOLOGY,14617.0
WEST PUBLISHING CORPORATION,14480.4
ELPRO SERVICES INC,14347.3
DIGITAL SCIENCE & RESEARCH SOLUTIONS INC,14065.0
MOLECULAR DEVICES LLC,14016.6
CALLYO 2009 CORP,13892.64
GERSTEL INC,13200.0
VCLOUD TECH INC,13194.93
WILLIAMS DISTRIBUTION LLC,13149.99
"OXFORD INSTRUMENTS AMERICA, INC.",12936.0
"COMPONENTSOURCE, INC.",12752.2
ENVIRONMENTAL EXPRESS INC,12286.13
"W.W. GRAINGER, INC.",12083.11
"DONNEGAN SYSTEMS, INC.",12055.0
ACCESS INFORMATION MANAGEMENT CORPORATION,12000.0
"SOFTTHINK SOLUTIONS, INC.",11742.0
"CARTRIDGE TECHNOLOGIES, LLC",11674.08
SOUTHWEST SOLUTIONS GROUP INC,11505.0
TSI INCORPORATED,11125.0
IDEXX LABORATORIES INC,10839.88
COMCAST GOVERNMENT SERVICES LLC,10692.6
SOFTWARE INFORMATION RESOURCE CORP.,10411.76
"OCLC, INC",10119.18
VWR INTERNATIONAL LLC,10025.83
"LRP PUBLICATIONS, INC.",10008.0
THE NELAC INSTITUTE,9698.0
XEROX CORPORATION,9117.810000000001
WASHINGTON EXPRESS LLC,9000.0
"PB&A/CSS JV, LLC.",8817.0
GLOBAFONE INC,8402.8
"SAFETY-KLEEN SYSTEMS, INC.",8240.0
ECOLAB INC.,7389.5
JAXON CONSTRUCTION INC,6400.0
FISHER SCIENTIFIC COMPANY L.L.C.,6315.54
MONO MACHINES LLC,6225.8099999999995
"SWEETWATER SOUND, LLC",5894.83
CORPORATE WASTE SOLUTIONS LLC,5817.48
"ORKIN, LLC",5672.9
"GETTY IMAGES (US), INC.",5570.0
"TEAMGOV, INC.",5412.0
STERIS CORPORATION,5124.21
"GREEN OFFICE FURNITURE SOLUTIONS, LLC",5121.78
LIFEASIBLE INC,5031.0
"KISTERS NORTH AMERICA, INC.",4881.0
"THE SCALE PEOPLE, INC.",4782.27
"BIODYN LIFESCIENCES, INC.",4430.0
B & H FOTO & ELECTRONICS CORP.,4345.18
STROHMAN ENTERPRISE INC,4194.0
"ELEMENTAL SCIENTIFIC, INC.",3916.0
VGS INFRASTRUCTURE SERVICES INC,3627.06
"VISIX, INCORPORATED",3231.0
"CAROLINA ACADEMIC PRESS, L.L.C.",2261.0
"WASTE MANAGEMENT OF WASHINGTON, INC.",2200.0
"TRUESHRED, INC.",2019.15
"NMH TECH, INC.",2013.37
"SB & COMPANY, LLC",2000.0
STERICYCLE INC,1965.0
"IDEXX DISTRIBUTION, INC",1476.5
IRON MOUNTAIN INFORMATION MANAGEMENT LLC,35.49
AHTNA ENVIRONMENTAL INC,0.0
NRG BUSINESS MARKETING LLC,0.0
WATER ILLUMINATION INC,0.0
"ADANTA, INC.",0.0
TRIANGLE ENVIRONMENTAL HEALTH INITIATIVE LLC,0.0
"MEASUREMENT TECHNOLOGY LABORATORIES, LLC",0.0
"MABBETT & ASSOCIATES, INC.",0.0
LTG INC,0.0
"LEISNOI DIVERSIFIED SERVICES, LLC",0.0
LC INDUSTRIES INC,0.0
LPS KEMRON JV LLC,0.0
LEXOGEN INC,0.0
QA GROUP LLC,0.0
PRIME ONE CONTRACTING LLC,0.0
KLAW INDUSTRIES LLC,0.0
KGSNE JV II LLC,0.0
"KAMILO, INC.",0.0
JYG INNOVATIONS LLC,0.0
UNISON SOFTWARE INC,0.0
TESCAN USA INC,0.0
J F CONTRACTING,0.0
JAGAI JYOTSNA S,0.0
RIVA SOLUTIONS INC,0.0
RIVIDIUM INC.,0.0
"REI SYSTEMS, INC.",0.0
RED ROCK REMEDIATION JV,0.0
"REALEN GATEWAY DEVELOPMENT ASSOCIATES, L.P.",0.0
ALAMEDA COUNTY SHERIFF'S OFFICE,0.0
OMEGA WORLD TRAVEL INC,0.0
LIFESAFE SERVICES LLC,0.0
MICHIGAN STATE UNIVERSITY,0.0
MODULAR MANAGEMENT GROUP INC,0.0
MESSER LYNNE,0.0
MERP SYSTEMS INC,0.0
NATIONAL INSTITUTE OF BUILDING SCIENCES,0.0
"WILLIAMS DIVERSIFIED MATERIALS, INC.",0.0
GREENLIFETECH CORP,0.0
GSI NORTH AMERICA INC,0.0
HAVERLY SYSTEMS INC,0.0
HOLOCHIP CORP,0.0
INFORMA TECH LLC,0.0
"SAMYAK SOLUTIONS, INC.",0.0
SANITARY GREEN INCORPORATED,0.0
"RAMBOLL AMERICAS ENGINEERING SOLUTIONS, INC.",0.0
"RICHARD MCELHINEY ARCHITECT, PLLC",0.0
"SHIMADZU SCIENTIFIC INSTRUMENTS, INC.",0.0
"ROI FIRE & BALLISTICS EQUIPMENT, INC",0.0
FOURTH STATE LLC,0.0
GOVERNORS OFFICE,0.0
"FOREVER ANALYTICAL SERVICES, INC.",0.0
FORESIGHT SCIENCE & TECHNOLOGY INC,0.0
FLAGSHIP CONTRACTING INC,0.0
EVOTEC US INC,0.0
EX LIBRIS USA INC,0.0
UNIVERSITY OF OKLAHOMA,0.0
ELITE CUISINE LLC,0.0
"E2 CONSULTING ENGINEERS, INC.",0.0
"DAWSON SOLUTIONS, LLC",0.0
"DAWSON MCG, LLC",0.0
ENERGY SYSTEMS GROUP LLC,0.0
"SCOTT TECHNOLOGIES, INC.",0.0
TECHNOLOGY INTERNATIONAL INC,0.0
"SEVENSON ENVIRONMENTAL SERVICES, INC.",0.0
VALLEY MERCHANT POLICE INC.,0.0
"VALIS INSIGHTS, INC.",0.0
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",0.0
"GARTNER, INC.",0.0
GAGE PRODUCTS COMPANY,0.0
CITADEL FEDERAL SOLUTIONS LLC,0.0
DIPOLE MATERIALS INC,0.0
"CLINISYS, INC.",0.0
COMPREHENSIVE ENVIRONMENTAL INC,0.0
"CORNERSTONE COMMISSIONING, LLC",0.0
"CQ-ROLL CALL, INC",0.0
D & D PRODUCTS INCORPORATED,0.0
CHINOOK SYSTEMS INC,0.0
CLEARPATH CONSULTANTS JV,0.0
SONATA SCIENTIFIC LLC,0.0
"SMITHGROUP, INC.",0.0
"SIBCY CLINE RELOCATION SERVICES, INC.",0.0
CENSYS TECHNOLOGIES CORPORATION,0.0
CEM CORPORATION,0.0
"CAPITOL ADVISORS ON TECHNOLOGY, LLC",0.0
CERIFI LLC,0.0
C & C ENVIRONMENTAL INC,0.0
C TECH DEVELOPMENT CORPORATION,0.0
CANNON INSTRUMENT COMPANY,0.0
"CAPITAL REPORTING COMPANY, LLC",0.0
BEAR-VATICA JOINT VENTURE LLC,0.0
AMERICALL INTERNATIONAL INC,0.0
"BIOSPYDER TECHNOLOGIES, INC.",0.0
"BURDETTE, KOEHLER, MURPHY AND ASSOCIATES, INC.",0.0
"WALGA MTE, LLC",0.0
ALLIANCE TECHNICAL GROUP LLC,0.0
VISIMO LLC,0.0
"SPECPRO-AYUDA JV, LLC",0.0
"AEEC, LLC",0.0
"ZABBLE, INC.",0.0
"4 STAR TECHNOLOGIES, INC.",0.0
ADVANCED MEASUREMENT TECHNOLOGY INC,0.0
MALVERN PANALYTICAL INC,-0.03
LEICA MICROSYSTEMS INC.,-0.03
"NUCLEAR SOURCES AND SERVICES, INC.",-0.06
BECKMAN COULTER INC,-0.6
"SCHUMACHER, CODY R.",-0.83
"MANAGED CARE ADVISORS, INC.",-2.0
CASE WESTERN RESERVE UNIVERSITY,-20.04
"RENAISSANCE PLANNING GROUP, INC.",-27.05
"ILLUMINA, INC.",-32.61
CAYMAN CHEMICAL CO INC,-36.0
PINE ENVIRONMENTAL SERVICES LLC,-50.0
"LI-COR, INC.",-50.0
EMS ACQUISITION CORP.,-71.67
"ARDELLE ASSOCIATES, INC.",-91.35
AIRGAS USA LLC,-98.13
NATIONAL ACADEMY OF SCIENCES,-99.56
"TELEDYNE INSTRUMENTS, INC.",-232.2
"GEOMETRICS, INC.",-250.0
SCIENTIFIC REPAIR INC,-528.2
"PRICE`S SCIENTIFIC SERVICES, INC.",-730.47
MYRON GREEN CORPORATION,-929.91
GLOBAL KNOWLEDGE SOLUTIONS LLC,-965.0
YSI INC,-1050.0
"BARNSTABLE, COUNTY OF",-1106.01
"JONES PUBLIC RELATIONS, INC.",-1406.02
RELX INC,-1500.0
"MSA SAFETY SALES, LLC",-2147.0
SUMMITEC CORP,-2582.5
"LEIDOS MANAGEMENT SYSTEMS DESIGNERS, INC.",-2810.04
SAVALAN LLC,-2929.81
"SIERRA7, INC.",-2934.0
"BURLESON RESEARCH TECHNOLOGIES, INC.",-4000.0
WILLARD HOTEL,-4140.36
"INSIGHT PUBLIC SECTOR, INC.",-4331.85
"NATIONAL CAPITOL CONTRACTING, LLC",-4975.49
GUARDIAN ENVIRONMENTAL SERVICES CO INC,-5432.97
ZASIO ENTERPRISES INC,-7500.0
A KING DAILEY LLC,-7637.55
AMERICAN NATIONAL STANDARDS INSTITUTE INCORPORATED,-7874.0
"PG ENVIRONMENTAL, LLC",-8709.27
SUPERIOR LINEN SERVICE CO,-9088.0
KRA-CRJ JV INC,-12762.37
WHEELHOUSE GROUP LLC,-15001.24
"TUKUH TECHNOLOGIES, LLC",-15186.18
AKTARIUS LLC,-16327.82
TRADE CENTER MANAGEMENT ASSOCIATES L.L.C.,-16911.620000000003
"K & S ASSOCIATES, INC.",-19991.16
"SPECPRO PROFESSIONAL SERVICES, LLC",-20513.07
OPM CHARLOTTESVILLE REGION CONTNG,-20870.0
ATT MOBILITY LLC,-21598.519999999997
"INTEGRATED LABORATORY SYSTEMS, LLC",-22067.0
"TRUETANDEM, LLC",-22113.75
"F & J SPECIALTY PRODUCTS, INC.",-26375.65
S & K GLOBAL SOLUTIONS LLC,-27689.44
"ECKERT & ZIEGLER ANALYTICS, INC",-28423.5
"PEMY CONSULTING, LLC",-29823.72
"CROP DATA MANAGEMENT SYSTEMS, INC.",-31500.0
SIEMENS INDUSTRY INC,-31896.72
ENDYNA-INTSCI LLC,-33768.15
GENERAL AIR SERVICE & SUPPLY CO.,-34847.55
SENSORS INC,-35206.21
"CONTACT 1, INC",-36771.04
"QUALTRAX, INC",-38700.0
"MPF FEDERAL, LLC",-43668.859999999986
INTSCI-ENDYNA LLC,-45845.77
"SOLUTION ONE INDUSTRIES, INC.",-46650.76
ONE DIVERSIFIED LLC,-56338.0
THE CAUSEWAY AGENCY LLC,-66520.14
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,-66792.4
"PEGASUS TECHNICAL SERVICES, INC",-71234.52000000002
"ADVANCED TECHNOLOGY LEADERS, INC.",-83721.21
ATTAINX INC,-87483.74
"ROSS & ASSOCIATES ENVIRONMENTAL CONSULTING, LTD.",-95354.22
"WESTAT, INC.",-101538.07
SARTORIUS CORPORATION,-107829.7
DCR SERVICES & CONSTRUCTION INC,-117557.0
"SCI CONSULTING SERVICES, INC.",-155066.67
NORTON ROSE FULBRIGHT US LLP,-259642.0
