Recipient Name,Award Amount
IRON VINE SECURITY LLC,5793791.0
NEXTSTEP TECHNOLOGY INC,5664837.0
VITG CORP,5432032.0
SIGNATURE CONSULTING GROUP LLC,5346719.28
DUTY FIRST CONSULTING LLC,4999865.55
GLOBAL ALLIANT INC,4866884.41
RAINMAKERS STRATEGIC SOLUTIONS LLC,4707642.31
REGENTS OF THE UNIVERSITY OF MICHIGAN,4552430.0
"SOLUTIONS BY DESIGN II, LLC",4263693.1
GUIDEHOUSE INC.,4254525.22
"FIRST COAST SERVICE OPTIONS, INC.",4146505.0
"ECONOMETRICA, INC.",4045531.3499999996
YALE NEW HAVEN HEALTH SERVICES CORPORATION,4013907.0
KPMG LLP,3871332.46
"NOBLIS, INC.",3856983.9
NATIONAL COMMITTEE FOR QUALITY ASSURANCE,3559683.0
"WESTAT, INC.",3557599.0
ARCH SYSTEMS LLC,3272263.92
REGENTS OF THE UNIVERSITY OF MINNESOTA,3179328.0
BLAND & ASSOCIATES PC,2979732.25
"CHATHAM COMMUNICATIONS JV, LLC",2852969.25
"KEARNEY & COMPANY, P.C.",2686309.78
IOWA HEALTHCARE COLLABORATIVE,2660658.0
"C2C INNOVATIVE SOLUTIONS, INC.",2655593.0
THE RAND CORPORATION,2551658.0
THIRDPACKET TECHNOLOGIES LLC,2539226.0
"MCKINSEY & COMPANY, INC. WASHINGTON D.C.",2460577.0
"J29, INC.",2414495.08
"COTIVITI GOV SERVICES, LLC",2365464.12
"CGS ADMINISTRATORS, LLC",2347060.0
RELI GROUP INC,2335703.64
"EPATHUSA, INC.",2282130.0
MYERS & STAUFFER LC,2270077.79
DAVID-JAMES LLC,2138789.5
ARCHESYS INC,2040544.68
AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,2034738.21
ESIMPLICITY INC,2008468.91
"PERFORMANT RECOVERY, INC.",2000000.0
OMNI FED LLC,1849994.4
PORTER NOVELLI PUBLIC SERVICES INC.,1804993.0
UNISON SOFTWARE INC,1800037.52
TRIPTK LLC,1751600.0
"L&M POLICY RESEARCH, LLC",1728756.58
"RIPPLE EFFECT COMMUNICATIONS, INC.",1701871.87
FEDPATH SOLUTIONS LLC,1683429.0
EMAGINE IT INC,1628387.0
TRADE PRODUCTS CORP.,1595603.25
"ALAN S. NEWMAN ASSOCIATES, INC.",1587185.0
DAVIS FARR LLP,1496579.6
"NOVAK BIRCH, INC",1493810.4
"KONIAG SERVICES, INC.",1428566.76
"BELLESE TECHNOLOGIES, LLC",1411477.05
FOR PEOPLE LLC,1190030.6
"INSIGHT POLICY RESEARCH, INC.",1189270.0
"ABM FEDERAL SALES, INC.",1001605.5
"A1M SOLUTIONS, INC.",999999.34
HUMAN TECHNOLOGY INC,964466.25
DELOITTE & TOUCHE LLP,943984.0
"NATIONAL GOVERNMENT SERVICES, INC.",912019.0
"BROADWAY VENTURES, LLC",872921.0
COVENTBRIDGE USA INC,864642.69
"SKYWARD IT SOLUTIONS, LLC",831293.8
IADEPTIVE TECHNOLOGIES LLC,800295.6
"RADIANT INFOTECH, LLC",774317.0
ALCOR TECHNICAL SOLUTIONS LLC,751929.6
"LCB SOLUTIONS, LLC",724005.0
DEFENSE CONTRACTING INC,711349.02
CRAWFORDTECH GOVERNMENT SOLUTIONS LLC,592422.06
SOFTWARE INFORMATION RESOURCE CORP.,562741.22
ALVAREZ LLC,507513.1
"RIOS PARTNERS, LLC",504472.8
WILLIAMS CONSULTING LLC,490055.0
"UPTODATE, INC",480175.83
SOLE SOLUTIONS INC.,467172.83
"LEGAL INTERPRETING SERVICES, INC.",458339.32
VERSA INTEGRATED SOLUTIONS INC,386636.56
"PRIME RESPONSE, INC.",310634.0
FIRST DATABANK INC,300000.0
FULTONST1 LLC,275185.13
MERATIVE US L.P.,249865.77
"XTEC, INCORPORATED",248601.0
STRYDER CORP,134000.0
UNION5 LLC,114456.6
"SENCORPWHITE, INC.",103993.6
FOCUS CAMERA LLC,102193.0
"EXECUTIVE INFORMATION SYSTEMS, L.L.C.",82389.76
RESCUE ONE TRAINING FOR LIFE INC,73490.04
COM-STRAT LLC,70200.0
NATIONAL ACADEMY OF SCIENCES,70000.0
"HAKA, INC.",69108.0
S&P GLOBAL MARKET INTELLIGENCE LLC,60500.0
"WASTE WISE PRODUCTS, LLC",56726.25
"MYP, INC.",49439.22
INTER-INDUSTRY ECONOMIC RESEARCH FUND INC,43000.0
"ENTERPRISE SERVICES AND TECHNOLOGIES, INC.",41289.98
ADORAMA INC.,37459.73
"GOVERNMENT MARKETING AND PROCUREMENT, LLC",35940.0
COMMUNICATIONS RESOURCE INC,30483.0
"ALXTEL, INC.",26860.95
"DOCKETSCOPE, INC",25730.0
"ROCKET MEDIA GROUP, LLC",19986.2
SMITHS DETECTION INC.,19587.0
"CQ-ROLL CALL, INC",15000.0
"TECHNOLOGY TRENDS GROUP, LLC",13985.0
PAVION CORP.,10000.0
PHILADELPHIA PARKING AUTHORITY,9180.0
"CITIBANK, NATIONAL ASSOCIATION",5007.75
FORS MARSH GROUP LLC,5000.0
KETCHUM INC.,5000.0
OGILVY PUBLIC RELATIONS WORLDWIDE LLC,5000.0
DANIEL J EDELMAN INC,5000.0
"AVAILITY, L.L.C.",1.0
"COUNCIL FOR AFFORDABLE QUALITY HEALTHCARE, INC.",1.0
GAINWELL TECHNOLOGIES LLC,1.0
PALANTIR TECHNOLOGIES INC.,1.0
"BEST PRACTICE ASSOCIATES, L.L.C.",1.0
"HEALTHCARE MANAGEMENT SOLUTIONS, LLC",0.0
SPARKSOFT CORPORATION,0.0
SUPERIOR HEALTH QUALITY ALLIANCE INC,0.0
"OPTUMSERVE TECHNOLOGY SERVICES, INC.",0.0
METTLE SOLUTIONS LLC,0.0
MOUNTAIN PACIFIC QUALITY HEALTH FOUNDATION,0.0
"OAK RIDGE ASSOCIATED UNIVERSITIES, INCORPORATED",0.0
HEALTH QUALITY INNOVATORS,0.0
ARMAVEL LLC,0.0
ACTUARIAL RESEARCH CORPORATION,0.0
"A.M. BEST COMPANY, INC.",0.0
AEIO LLC,0.0
BLN LLC,0.0
APRYSE SOFTWARE INC.,0.0
GRANT THORNTON LLP,0.0
OCTANE LLC,0.0
MAGPIE HEALTH ANALYTICS INC,0.0
FEDERAL EXPRESS CORPORATION,0.0
"EMPOWER AI, INC.",0.0
"CHAGS HEALTH INFORMATION TECHNOLOGY, LLC",0.0
EXAMINATION RESOURCES LLC,0.0
"FLASHPOINT INTERNET SOLUTIONS, INC.",0.0
"DOBSON DAVANZO & ASSOCIATES, LLC",0.0
ILLUMEN-FWG JV LLC,0.0
"THE WINVALE GROUP, LLC",0.0
"PREMIER ENTERPRISE SOLUTIONS, LLC",0.0
"PRECISE SOFTWARE SOLUTIONS, INC.",0.0
U.S. BANCORP,0.0
QUICKSERIES PUBLISHING INC,0.0
SERVICESOURCE INC,0.0
"NEIL HOOSIER & ASSOCIATES, INC",0.0
ISLAND PEER REVIEW ORGANIZATION INC,0.0
MARKETING FOR CHANGE CO.,0.0
"J. O'BRIEN COMPANY, INC.",0.0
"INSIGNIA FEDERAL GROUP, LLC",0.0
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",0.0
LATITUDE PRIME LLC,0.0
"CUSTOMER VALUE PARTNERS, LLC",-0.03
"EMERGENT, LLC",-0.49
COHNREZNICK LLP,-3867.11
INTERNATIONAL BUSINESS MACHINES CORPORATION,-8766.97
"REED & ASSOCIATES, CPAS, INC.",-17824.32
"CHASE CONSULTING GROUP, LLC",-24284.06
"NGUYEN INFORMATION CONSULTING, INC.",-30098.94
AEFFECT INC,-39625.69
"LANTANA CONSULTING GROUP, INC",-44259.0
TRUVEN HEALTH ANALYTICS LLC,-108067.3
VENTERA LLC,-138520.4
ALTARUM INSTITUTE,-222984.48
QSOURCE,-465772.03
"HEALTH SERVICES ADVISORY GROUP, INC.",-664180.7
"QUALITY INSIGHTS, INC",-836228.49
COMAGINE HEALTH,-1532021.0
"TANTUS TECHNOLOGIES, INC.",-2054510.75
"THE LEWIN GROUP, INC.",-3276688.16
"EDWARDS INDUSTRIES, LLC.",-4180846.44
